plot,pot,Date,volume,campaign,leaf_area,leaf_mass,sla,massarea,starch_mgperg,sugars_mgperg,starch,sugars,tnc,lma_notnc
1,1,7/03/2013,10,1,29.23,0.23,0.012708696,78.68628122,55.21176471,70.40215686,0.055211765,0.070402157,0.125613922,89.99031796
1,1,22/03/2013,10,2,30.28,0.29,0.010441379,95.77278732,152.129771,52.51820945,0.152129771,0.052518209,0.20464798,120.4155958
1,1,8/04/2013,10,3,18.945,0.21,0.009021429,110.8471892,112.1007195,84.55801619,0.11210072,0.084558016,0.196658736,137.9826907
1,1,17/04/2013,10,4,24.72,0.3,0.00824,121.3592233,59.58445946,61.41659411,0.059584459,0.061416594,0.121001054,138.0652659
1,1,16/05/2013,10,6,28.65,0.39,0.007346154,136.1256545,57.49315068,85.25548021,0.057493151,0.08525548,0.142748631,158.7931607
1,2,22/03/2013,15,2,19.65,0.16,0.01228125,81.42493639,45.20792079,90.30022647,0.045207921,0.090300226,0.135508147,94.18820562
1,2,8/04/2013,15,3,21.425,0.21,0.010202381,98.01633606,48.46768049,84.57841088,0.04846768,0.084578411,0.133046091,113.0583011
1,2,17/04/2013,15,4,19.72,0.19,0.010378947,96.34888438,108.5888889,61.50327531,0.108588889,0.061503275,0.170092164,116.0958847
1,2,1/05/2013,15,5,24.24,0.33,0.007345455,136.1386139,77.27631579,74.63765899,0.077276316,0.074637659,0.151913975,160.5245338
1,2,16/05/2013,15,6,14.83,0.19,0.007805263,128.1186784,70.12844037,76.22965214,0.07012844,0.076229652,0.146358093,150.084804
1,4,7/03/2013,20,1,14.62,0.13,0.011246154,88.91928865,146.0560345,67.69758621,0.146056035,0.067697586,0.213753621,113.0934157
1,4,22/03/2013,20,2,14.24,0.13,0.010953846,91.29213483,195.1797753,53.39920365,0.195179775,0.053399204,0.248578979,121.4926549
1,4,8/04/2013,20,3,13.97,0.155,0.009012903,110.9520401,164.7479999,72.746484,0.164748,0.072746484,0.237494484,145.5098196
1,4,17/04/2013,20,4,15.92,0.18,0.008844444,113.0653266,155.1232394,43.2252993,0.155123239,0.043225299,0.198348539,141.0405046
1,4,1/05/2013,20,5,19.99,0.26,0.007688462,130.0650325,97.45754717,67.57385613,0.097457547,0.067573856,0.165031403,155.7723644
1,4,16/05/2013,20,6,19.25,0.21,0.009166667,109.0909091,86.80788177,66.34627094,0.086807882,0.066346271,0.153154153,128.8202681
1,5,7/03/2013,1000,1,21.37,0.15,0.014246667,70.19185774,83.556,70.74141333,0.083556,0.070741413,0.154297413,82.99827723
1,5,22/03/2013,1000,2,50.11,0.42,0.011930952,83.81560567,143.8613445,81.44433561,0.143861345,0.081444336,0.22530568,108.1918423
1,5,8/04/2013,1000,3,32.95,0.315,0.010460317,95.59939302,143.1119135,90.4635704,0.143111914,0.09046357,0.233575484,124.7342576
1,5,17/04/2013,1000,4,35.3,0.34,0.010382353,96.31728045,111.6984733,46.89790458,0.111698473,0.046897905,0.158596378,114.4721486
1,5,1/05/2013,1000,5,27.54,0.28,0.009835714,101.6702977,129.5416667,65.82484954,0.129541667,0.06582485,0.195366516,126.3560364
1,5,16/05/2013,1000,6,34.06,0.39,0.008733333,114.5038168,108.2226563,61.78922819,0.108222656,0.061789228,0.170011884,137.9583812
1,6,7/03/2013,25,1,20.54,0.21,0.009780952,102.2395326,189.4302326,48.87060724,0.189430233,0.048870607,0.23830084,134.2256077
1,6,22/03/2013,25,2,11.3,0.12,0.009416667,106.1946903,168.6533333,49.43417278,0.168653333,0.049434173,0.218087506,135.8140343
1,6,8/04/2013,25,3,12.71,0.15,0.008473333,118.0173092,151.5473684,65.16223158,0.151547368,0.065162232,0.2167096,150.6686527
1,6,17/04/2013,25,4,13.45,0.17,0.007911765,126.394052,115.2738095,62.97555159,0.11527381,0.062975552,0.178249361,153.8107134
1,6,1/05/2013,25,5,11.23,0.14,0.008021429,124.666073,147.4166667,65.11986111,0.147416667,0.065119861,0.212536528,158.3134678
1,6,16/05/2013,25,6,12.28,0.15,0.008186667,122.1498371,124.3469388,90.35800442,0.124346939,0.090358004,0.214704943,155.5464231
1,7,7/03/2013,35,1,35.48,0.21,0.016895238,59.18827508,7.390510949,76.94760341,0.007390511,0.076947603,0.084338114,64.63988074
1,7,22/03/2013,35,2,29.47,0.22,0.013395455,74.65218867,92.49382716,51.87673868,0.092493827,0.051876739,0.144370566,87.24827091
1,7,8/04/2013,35,3,26.48,0.24,0.011033333,90.63444109,119.2374581,79.6482291,0.119237458,0.079648229,0.198885687,113.135466
1,7,17/04/2013,35,4,31.39,0.29,0.010824138,92.38611023,85.08097166,58.51853576,0.085080972,0.058518536,0.143599507,107.8772269
1,7,1/05/2013,35,5,33.75,0.36,0.009375,106.6666667,64.11267606,64.64926056,0.064112676,0.064649261,0.128761937,122.431137
1,7,16/05/2013,35,6,26.52,0.27,0.009822222,101.8099548,66.31279621,82.71709479,0.066312796,0.082717095,0.149029891,119.6398718
1,8,7/03/2013,5,1,20.64,0.2,0.01032,96.89922481,201.6512456,51.90166074,0.201651246,0.051901661,0.253552906,129.813922
1,8,22/03/2013,5,2,17.245,0.15,0.011496667,86.98173384,209.5893536,44.08211549,0.209589354,0.044082115,0.253671469,116.5461727
1,8,8/04/2013,5,3,11.615,0.13,0.008934615,111.9242359,150.1378092,61.87776678,0.150137809,0.061877767,0.212015576,142.03864
1,8,17/04/2013,5,4,13.42,0.12,0.011183333,89.41877794,159.2599278,60.34219856,0.159259928,0.060342199,0.219602126,114.5810118
1,8,1/05/2013,5,5,17.24,0.17,0.010141176,98.60788863,102.8275862,67.92147515,0.102827586,0.067921475,0.170749061,118.9120012
1,8,16/05/2013,5,6,6.66,0.1,0.00666,150.1501502,108.0728155,83.23485639,0.108072816,0.083234856,0.191307672,185.6703037
2,1,7/03/2013,20,1,36.1,0.25,0.01444,69.25207756,138.5639098,53.35706767,0.13856391,0.053357068,0.191920977,85.69963535
2,1,22/03/2013,20,2,35.91,0.29,0.012382759,80.75744918,117.761194,73.7331264,0.117761194,0.073733126,0.19149432,99.88482606
2,1,8/04/2013,20,3,29.68,0.27,0.010992593,90.9703504,98.87307681,98.87685,0.098873077,0.09887685,0.197749927,113.394007
2,1,17/04/2013,20,4,29.82,0.31,0.009619355,103.9570758,79.10227273,68.9181452,0.079102273,0.068918145,0.148020418,122.0182713
2,1,1/05/2013,20,5,17.97,0.16,0.01123125,89.03728436,77.18918919,64.2273705,0.077189189,0.064227371,0.14141656,103.7025409
2,1,16/05/2013,20,6,37.08,0.39,0.009507692,105.1779935,41.72727273,100.420122,0.041727273,0.100420122,0.142147395,122.6061364
2,2,7/03/2013,15,1,21.8,0.16,0.013625,73.39449541,81.6741573,54.27072409,0.081674157,0.054270724,0.135944881,84.94191381
2,2,22/03/2013,15,2,23.73,0.22,0.010786364,92.70965023,34.90045249,60.30640175,0.034900452,0.060306402,0.095206854,102.4650227
2,2,8/04/2013,15,3,19.615,0.21,0.009340476,107.0609228,117.3923076,68.63845155,0.117392308,0.068638452,0.186030759,131.5294453
2,2,17/04/2013,15,4,20.03,0.24,0.008345833,119.8202696,141.9444444,65.38378642,0.141944444,0.065383786,0.207328231,151.1600063
2,2,1/05/2013,15,5,24.92,0.32,0.0077875,128.4109149,152.25,61.01464844,0.15225,0.061014648,0.213264648,163.2199629
2,2,16/05/2013,15,6,19.98,0.29,0.006889655,145.1451451,83.23318386,90.02135389,0.083233184,0.090021354,0.173254538,175.5620705
2,3,7/03/2013,1000,1,52,0.29,0.017931034,55.76923077,61.09859155,76.46106514,0.061098592,0.076461065,0.137559657,64.66445036
2,3,22/03/2013,1000,2,77.71,0.52,0.014944231,66.9154549,6.253012048,75.23924598,0.006253012,0.075239246,0.081492258,72.85235806
2,3,8/04/2013,1000,3,50.345,0.34,0.014807353,67.53401529,14.14285714,77.1321139,0.014142857,0.077132114,0.091274971,74.31732718
2,3,17/04/2013,1000,4,45.42,0.33,0.013763636,72.65521797,72.70652174,81.78662681,0.072706522,0.081786627,0.154493149,85.930963
2,3,1/05/2013,1000,5,46.25,0.42,0.011011905,90.81081081,88.29953917,61.35235023,0.088299539,0.06135235,0.149651889,106.792512
2,3,16/05/2013,1000,6,41.62,0.37,0.011248649,88.89956752,76.8364486,67.89699572,0.076836449,0.067896996,0.144733444,103.9436968
2,4,7/03/2013,25,1,40.2,0.25,0.01608,62.18905473,133.40625,60.18959635,0.13340625,0.060189596,0.193595846,77.11896627
2,4,22/03/2013,25,2,48.13,0.39,0.012341026,81.03054228,21.32751092,83.09248087,0.021327511,0.083092481,0.104419992,90.47828395
2,4,8/04/2013,25,3,24.44,0.24,0.010183333,98.19967267,101.4747083,80.77536187,0.101474708,0.080775362,0.18225007,120.0852108
2,4,17/04/2013,25,4,23.08,0.25,0.009232,108.3188908,103,70.00826372,0.103,0.070008264,0.173008264,130.9794114
2,4,1/05/2013,25,5,24.97,0.26,0.009603846,104.1249499,85.72839506,59.15606481,0.085728395,0.059156065,0.14488446,121.7671122
2,4,16/05/2013,25,6,46.47,0.6,0.007745,129.1155584,98.6453202,102.9305911,0.09864532,0.102930591,0.201575911,161.7130047
2,6,7/03/2013,5,1,30.1,0.32,0.00940625,106.3122924,242.8308271,39.49215539,0.242830827,0.039492155,0.282322982,148.1338956
2,6,22/03/2013,5,2,37.27,0.4,0.0093175,107.3249262,162.8372093,51.55937161,0.162837209,0.051559372,0.214396581,136.6146374
2,6,8/04/2013,5,3,26.48,0.305,0.008681967,115.1812689,175.7402135,65.8160605,0.175740214,0.065816061,0.241556274,151.8652801
2,6,17/04/2013,5,4,17,0.19,0.008947368,111.7647059,156.5267176,60.32823791,0.156526718,0.060328238,0.216854956,142.7126516
2,6,16/05/2013,5,6,24.26,0.32,0.00758125,131.9043693,99.89861751,79.01557796,0.099898618,0.079015578,0.178914195,160.6462669
2,7,7/03/2013,35,1,20.9,0.28,0.007464286,133.9712919,113.2099644,43.47768683,0.113209964,0.043477687,0.156687651,158.8631923
2,7,22/03/2013,35,2,18.87,0.1,0.01887,52.99417064,31.38235294,54.01079896,0.031382353,0.054010799,0.085393152,57.94202258
2,7,8/04/2013,35,3,42.56,0.29,0.014675862,68.13909774,100.4823529,71.08229115,0.100482353,0.071082291,0.171564644,82.25034972
2,7,17/04/2013,35,4,35.94,0.31,0.011593548,86.25486923,154.294964,63.3266295,0.154294964,0.06332663,0.217621594,110.2469962
2,7,1/05/2013,35,5,27.31,0.26,0.010503846,95.20322226,120.483871,69.11276498,0.120483871,0.069112765,0.189596636,117.4763414
2,7,16/05/2013,35,6,33.43,0.36,0.009286111,107.6877057,153.9782609,85.6627163,0.153978261,0.085662716,0.239640977,141.627445
2,8,7/03/2013,10,1,24.7,0.24,0.010291667,97.1659919,151.8987342,43.26063291,0.151898734,0.043260633,0.195159367,120.726996
2,8,22/03/2013,10,2,15.53,0.15,0.010353333,96.58725048,138.8333333,40.29058073,0.138833333,0.040290581,0.179123914,117.6636183
2,8,8/04/2013,10,3,18.61,0.19,0.009794737,102.0956475,115.4285714,77.96888095,0.115428571,0.077968881,0.193397452,126.5749133
2,8,17/04/2013,10,4,23.42,0.31,0.007554839,132.3654996,111.8358779,49.06223791,0.111835878,0.049062238,0.160898116,157.7466361
2,8,1/05/2013,10,5,11.29,0.11,0.010263636,97.43135518,52.81463415,74.31631098,0.052814634,0.074316311,0.127130945,111.6219605
2,8,16/05/2013,10,6,19.82,0.29,0.006834483,146.3168517,51.02620087,81.88408515,0.051026201,0.081884085,0.132910286,168.7447669
3,1,7/03/2013,5,1,10.5,0.13,0.008076923,123.8095238,217.5461538,39.91138462,0.217546154,0.039911385,0.257457538,166.7372982
3,1,8/04/2013,5,3,9.995,0.09,0.011105556,90.04502251,198.9054547,56.32742727,0.198905455,0.056327427,0.255232882,120.9035957
3,1,17/04/2013,5,4,12.35,0.13,0.0095,105.2631579,146.9776119,58.55723259,0.146977612,0.058557233,0.205534844,132.4956257
3,1,1/05/2013,5,5,8.63,0.08,0.0107875,92.69988413,94.99078341,69.25724078,0.094990783,0.069257241,0.164248024,110.917936
3,1,16/05/2013,5,6,14.03,0.16,0.00876875,114.04134,92.31308411,97.99244743,0.092313084,0.097992447,0.190305532,140.8449044
3,2,7/03/2013,1000,1,32.3,0.18,0.017944444,55.72755418,93.24896266,73.4769018,0.093248963,0.073476902,0.166725864,66.87781584
3,2,22/03/2013,1000,2,38.17,0.23,0.016595652,60.25674614,38.51694915,85.97586117,0.038516949,0.085975861,0.12449281,68.82495866
3,2,8/04/2013,1000,3,36.79,0.25,0.014716,67.95324817,82.88602941,75.81807353,0.082886029,0.075818074,0.158704103,80.77211407
3,2,17/04/2013,1000,4,33.97,0.27,0.012581481,79.48189579,74.45084746,81.57280113,0.074450847,0.081572801,0.156023649,94.17550108
3,2,1/05/2013,1000,5,38.5,0.33,0.011666667,85.71428571,116.6603774,63.09510613,0.116660377,0.063095106,0.179755484,104.4984562
3,2,16/05/2013,1000,6,39.64,0.37,0.010713514,93.34006054,89.23222749,94.28258254,0.089232227,0.094282583,0.18351481,114.3193553
3,3,7/03/2013,25,1,38.4,0.38,0.010105263,98.95833333,167.9315589,56.02623574,0.167931559,0.056026236,0.223957795,127.51669
3,3,22/03/2013,25,2,39.02,0.36,0.010838889,92.26037929,150.0113636,41.22678598,0.150011364,0.041226786,0.19123815,114.0760772
3,3,8/04/2013,25,3,16.105,0.19,0.008476316,117.9757839,125.6519999,71.396058,0.125652,0.071396058,0.197048058,146.9275778
3,3,17/04/2013,25,4,19.56,0.25,0.007824,127.8118609,102.3240418,65.10919512,0.102324042,0.065109195,0.167433237,153.5154496
3,3,1/05/2013,25,5,23.31,0.33,0.007063636,141.5701416,124.2426778,83.12080021,0.124242678,0.0831208,0.207363478,178.6066345
3,3,16/05/2013,25,6,22.75,0.34,0.006691176,149.4505495,96.14018692,88.23493769,0.096140187,0.088234938,0.184375125,183.2344181
3,4,7/03/2013,20,1,32,0.31,0.010322581,96.875,121.110687,38.17033079,0.121110687,0.038170331,0.159281018,115.2287531
3,4,22/03/2013,20,2,15.98,0.16,0.0099875,100.1251564,88.57959184,44.68481786,0.088579592,0.044684818,0.13326441,115.5198397
3,4,8/04/2013,20,3,15.905,0.18,0.008836111,113.1719585,92.20077208,83.8146139,0.092200772,0.083814614,0.176015386,137.3471744
3,4,17/04/2013,20,4,20.33,0.24,0.008470833,118.0521397,39.4047619,63.51202778,0.039404762,0.063512028,0.10291679,131.5955291
3,4,16/05/2013,20,6,19.74,0.31,0.006367742,157.04154,48.08823529,83.80660586,0.048088235,0.083806606,0.131894841,180.9015168
3,5,7/03/2013,35,1,35.5,0.31,0.011451613,87.32394366,153.6579926,58.02228005,0.153657993,0.05802228,0.211680273,110.7722421
3,5,22/03/2013,35,2,29.6,0.3,0.009866667,101.3513514,94.41176471,67.09780931,0.094411765,0.067097809,0.161509574,120.873594
3,5,17/04/2013,35,4,17.31,0.21,0.008242857,121.3171577,40.03278689,67.50283743,0.040032787,0.067502837,0.107535624,135.9350143
3,5,1/05/2013,35,5,12.44,0.15,0.008293333,120.5787781,140.025,61.61828125,0.140025,0.061618281,0.201643281,151.0337113
3,5,16/05/2013,35,6,21.58,0.3,0.007193333,139.0176089,161.7619048,91.14254894,0.161761905,0.091142549,0.252904454,186.0774162
3,6,7/03/2013,10,1,35.6,0.32,0.011125,89.88764045,94.00352113,55.48776995,0.094003521,0.05548777,0.149491291,105.6869136
3,6,22/03/2013,10,2,15.73,0.14,0.011235714,89.00190718,15.55405405,67.87953276,0.015554054,0.067879533,0.083433587,97.10360963
3,6,8/04/2013,10,3,15.455,0.165,0.009366667,106.7615658,87.27058835,43.11498235,0.087270588,0.043114982,0.130385571,122.7688528
3,6,17/04/2013,10,4,18.29,0.18,0.010161111,98.41443412,197.9895105,55.58086131,0.197989511,0.055580861,0.253570372,131.8469021
3,6,1/05/2013,10,5,15.01,0.19,0.0079,126.5822785,30.88317757,63.51001168,0.030883178,0.063510012,0.094393189,139.7761998
3,6,16/05/2013,10,6,25.88,0.3,0.008626667,115.9196291,23.625,87.41852882,0.023625,0.087418529,0.111043529,130.3996684
3,7,7/03/2013,15,1,10.1,0.13,0.007769231,128.7128713,155.1304348,47.09412238,0.155130435,0.047094122,0.202224557,161.3397259
3,7,22/03/2013,15,2,9.64,0.09,0.010711111,93.36099585,45.95121951,53.01001646,0.04595122,0.053010016,0.098961236,103.6148494
3,7,8/04/2013,15,3,15.645,0.09,0.017383333,57.52636625,47.71428571,108.4090893,0.047714286,0.108409089,0.156123375,68.16916661
3,7,17/04/2013,15,4,14.25,0.08,0.0178125,56.14035088,10.04705882,66.15199085,0.010047059,0.066151991,0.07619905,60.7710469
3,7,1/05/2013,15,5,28.35,0.24,0.0118125,84.65608466,85.60714286,69.89217076,0.085607143,0.069892171,0.155499314,100.2439501
3,7,16/05/2013,15,6,31.43,0.32,0.009821875,101.8135539,75.9,82.31561957,0.0759,0.08231562,0.15821562,120.949683
4,1,7/03/2013,25,1,34.74,0.24,0.014475,69.08462867,12.43700787,88.81444882,0.012437008,0.088814449,0.101251457,76.86758347
4,1,22/03/2013,25,2,35.18,0.27,0.01302963,76.74815236,7.990909091,48.46656944,0.007990909,0.048466569,0.056457479,81.34042782
4,1,8/04/2013,25,3,16.115,0.155,0.010396774,96.1836798,58.284,66.370422,0.058284,0.066370422,0.124654422,109.8808085
4,1,17/04/2013,25,4,20.77,0.2,0.010385,96.2927299,29.1746988,58.47079384,0.029174699,0.058470794,0.087645493,105.5431076
4,1,1/05/2013,25,5,20.25,0.21,0.009642857,103.7037037,39.9486166,55.98585968,0.039948617,0.05598586,0.095934476,114.7081721
4,1,16/05/2013,25,6,17.86,0.21,0.008504762,117.581187,68.70149254,72.96422803,0.068701493,0.072964228,0.141665721,136.9876397
4,2,7/03/2013,10,1,25.39,0.2,0.012695,78.77116975,65.51470588,66.23723039,0.065514706,0.06623723,0.131751936,90.72426769
4,2,22/03/2013,10,2,20,0.17,0.011764706,85,77.29965157,66.75396864,0.077299652,0.066753969,0.14405362,99.30528595
4,2,8/04/2013,10,3,16.79,0.155,0.010832258,92.31685527,114.0232559,92.23925,0.114023256,0.09223925,0.206262506,116.306532
4,2,17/04/2013,10,4,17.68,0.2,0.00884,113.1221719,79.22619048,73.30271825,0.07922619,0.073302718,0.152528909,133.4820422
4,2,1/05/2013,10,5,9.63,0.1,0.00963,103.8421599,95.74468085,61.55105851,0.095744681,0.061551059,0.157295739,123.2249138
4,2,16/05/2013,10,6,17.235,0.185,0.009316216,107.3397157,33.58441558,97.68569553,0.033584416,0.097685696,0.131270111,123.5593676
4,4,7/03/2013,35,1,20.88,0.15,0.01392,71.83908046,81.60211268,88.61570423,0.081602113,0.088615704,0.170217817,86.57582908
4,4,22/03/2013,35,2,20.21,0.16,0.01263125,79.16872835,94.87966805,76.7877417,0.094879668,0.076787742,0.17166741,95.57601534
4,4,8/04/2013,35,3,13.665,0.13,0.010511538,95.13355287,102.515625,55.08263672,0.102515625,0.055082637,0.157598262,112.931335
4,4,17/04/2013,35,4,18.97,0.14,0.01355,73.80073801,55.53515625,60.7300013,0.055535156,0.060730001,0.116265158,83.51004675
4,4,1/05/2013,35,5,18.27,0.16,0.01141875,87.57525999,110.125,76.73143519,0.110125,0.076731435,0.186856435,107.6996287
4,4,16/05/2013,35,6,12.505,0.125,0.010004,99.96001599,122.7524272,94.66583212,0.122752427,0.094665832,0.217418259,127.7310865
